InstitutionID,DeptOfEdInstitutionID,InstitutionName,InstitutionAddress,InstitutionCity,InstitutionState,StateProvinceID,InstitutionZip,InstitutionPhone,InstitutionOPEID,InstitutionIPEDSUnitID,InstitutionURL,CountryID,CreatedDate,UpdatedDate,ModifiedBy
3922,146490,Texas Wesleyan University,1201 Wesleyan St,Fort Worth,TX,29,76105-1536,817-531-4444,"00364500",229160,www.txwes.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3923,146506,Texas Woman's University,304 Administration Dr,Denton,TX,29,76201,940-898-2000,"00364600",229179,www.twu.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3924,146515,Tri-State Cosmetology Institute,3910 Doniphan Drive. Suite C-E,El Paso,TX,29,,,,229258,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3925,146524,Trinity University,One Trinity Place,San Antonio,TX,29,78212-7200,210-999-7011,"00364700",229267,www.trinity.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3926,146533,The University of Texas Health Science Center at Houston,7000 Fannin. Suite 1700,Houston,TX,29,77030,713-500-3333,"00495100",229300,www.uthouston.edu/,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3927,146542,Texas State Technical College - Harlingen,1902 North Loop 499,Harlingen,TX,29,78550-3697,956-364-4000,"00922500",229319,www.harlingen.tstc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3928,146551,Texas State Technical College - West Texas,300 Homer K. Taylor Drive,Sweetwater,TX,29,79556,325-235-7300,"00993200",229328,www.westtexas.tstc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3929,146560,Texas Tech University Health Sciences Center,3601 4th Street. Room 3B305A,Lubbock,TX,29,79430-8305,806-743-2484-254,"01067400",229337,www.ttuhsc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3930,146579,Tyler Junior College,1400 East Fifth Street,Tyler,TX,29,75789-0001,903-510-2200,"00364800",229355,www.tjc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3931,146597,Universal Technical Institute of Texas Inc,721 Lockhaven Dr,Houston,TX,29,77073,281-443-6262,"02362000",229416,uticorp.com,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3932,146603,University of Cosmetology Arts & Sciences - McAllen,8401 North 10th Street,McAllen,TX,29,78504,956-687-9444,"02285900",229425,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3933,146612,Vernon College,4400 College Dr,Vernon,TX,29,76384-4092,940-552-6291,"01006000",229504,www.vernoncollege.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3934,146621,Victoria Beauty College Inc,1508 N Laurent St,Victoria,TX,29,77901-6233,361-575-4526,"01202000",229522,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3935,146630,Victoria College,2200 E Red River,Victoria,TX,29,77901,361-573-3291,"00366200",229540,www.victoriacollege.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3936,146649,International Renowned Beauty Academy,3536 E Lancaster,Fort Worth,TX,29,76103,817-531-3716-11,"03731300",229638,irba.net,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3937,146658,Wayland Baptist University,1900 W 7th St.,Plainview,TX,29,79072,806-291-1000,"00366300",229780,www.wbu.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3938,146667,Weatherford College,225 College Park Drive,Weatherford,TX,29,76086-5699,817-594-5471-241,"00366400",229799,www.wc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3939,146676,West Texas A & M University,2501 4th Ave,Canyon,TX,29,79016-0001,806-651-2000,"00366500",229814,www.wtamu.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3940,146685,Western Texas College,6200 College Ave,Snyder,TX,29,79549-9502,325-573-8511-200,"00954900",229832,www.wtc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3941,146694,Wharton County Junior College,911 Boling Hwy,Wharton,TX,29,77488,979-532-4560,"00366800",229841,www.wcjc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3942,146700,Wiley College,711 Wiley Ave,Marshall,TX,29,75670,903-927-3300-3300,"00366900",229887,www.wileyc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3943,146719,AmeriTech College - Provo,2035 North 550 West,Provo,UT,45,84604,801-377-2900,"02270800",229957,www.ameritech.edu/,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3944,146728,Beau La Reine College of Beauty,1093-1/2 N Main Street,Logan,UT,45,84341,435-752-8688,"01147900",229984,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3945,146737,Bridgerland Applied Technology College,1301 North 600 West,Logan,UT,45,84321,435-753-6780,"02115400",230010,www.bridgerlandatc.org,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3946,146746,Brigham Young University,Main Campus,Provo,UT,45,84602,801-422-4636,"00367000",230038,www.byu.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3947,146755,Brigham Young University - Hawaii,55-220 Kulanui Street,Laie,HI,50,96762-1294,808-293-3211,"00160600",230047,www.byuh.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3948,146764,Broadview University - West Jordan,1902 W 7800 S,West Jordan,UT,45,84088,801-304-4224,"01116600",230056,www.utahcollege.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3949,146773,Cameo College of Essential Beauty,124 East 5770 South,Murray,UT,45,84107,,"03921300",230065,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3950,146782,Certified Careers Institute,1385 West 2200 South. Suite 100,Salt Lake City,UT,45,84119,801-973-7008,"02572802",230074,www.cciutah.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3951,146791,College of Eastern Utah,451 E 400 N,Price,UT,45,84501,435-637-2120,"00367600",230092,www.ceu.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3952,146816,Sherman Kendall's Academy of Beauty Arts and Sciences,7353 South 900 East,Midvale,UT,45,84047,801-561-5610,"02078800",230144,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3953,146825,Davis Applied Technology College,550 East 300 South,Kaysville,UT,45,84037,801-593-2500,"02156600",230162,www.datc.net,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3954,146834,Dixie State College of Utah,225 S 700 E,Saint George,UT,45,84770-3876,435-652-7500,"00367100",230171,www.dixie.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3955,146843,Evans Hairstyling College - Lindon,284 West 200 North,Lindon,UT,45,84042,,,230180,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3956,146852,Evans Hairstyling College - Cedar City,169 North 100 West,Cedar City,UT,45,84720,435-586-4486,"02573100",230199,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3957,146861,Evans Hairstyling College - Saint George,955 E Tabernacle,Saint George,UT,45,84770,801-673-6128,"02572700",230205,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3958,146870,Paul Mitchell the School - Salt Lake City,1969 East Murray Holiday Rd,Salt Lake City,UT,45,84117,801-266-4693,"02556800",230214,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3959,146889,Premier Hair Academy,4062 S 4000 W,West Valley City,UT,45,84120,801-966-8414,"02557700",230223,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3960,146898,Eagle Gate College,5588 S Green St.,Murray,UT,45,84123,801-281-7700,"02178500",230366,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3961,146913,LDS Business College,411 E South Temple,Salt Lake City,UT,45,84111-1392,801-524-8100,"00367200",230418,www.ldsbc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3962,146922,Everest College - Salt Lake City,3280 West 3500 South,West Valley City,UT,45,84119,801-840-4800,"02298500",230472,WWW.CCI.EDU,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3963,146931,Ogden-Weber Applied Technology College,200 N Washington Blvd,Ogden,UT,45,84404-4089,801-627-8300,"02346500",230490,www.owatc.com,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3964,146959,Snow College,150 E College Ave,Ephraim,UT,45,84627,435-283-7000,"00367900",230597,www.snow.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3965,146968,Southern Utah University,351 West University Blvd,Cedar City,UT,45,84720,435-586-7700,"00367800",230603,www.suu.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3966,146977,Stevens-Henager College-Ogden,1350 W. 1890 S.,West Haven,UT,45,84401,801-394-7791-1001,"00367400",230621,stevenshenager.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3967,146995,Uintah Basin Applied Technology College,1100 E Lagoon St    124-5,Roosevelt,UT,45,84066,435-722-4523,"01116500",230676,ubatc.org,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3968,147004,Utah State University,Old Main Hill,Logan,UT,45,84322-1400,435-797-1000,"00367700",230728,www.usu.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3969,147013,Utah Valley University,800 W University Parkway,Orem,UT,45,84058-5999,801-863-8000,"00402700",230737,www.uvu.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3970,147022,Salt Lake Community College,PO Box 30808,Salt Lake City,UT,45,84130,801-957-4333,"00522000",230746,www.slcc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3971,147031,University of Utah,201 Presidents Circle,Salt Lake City,UT,45,84112-9008,801-581-7200,"00367500",230764,www.utah.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3972,147040,Weber State University,3750 Harrison Blvd,Ogden,UT,45,84408-1137,801-626-6000,"00368000",230782,www.weber.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3973,147059,Westminster College,1840 South 1300 East,Salt Lake City,UT,45,84105,801-484-7651,"00368100",230807,www.westminstercollege.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3974,147068,Bennington College,One College Drive,Bennington,VT,15,05201-6003,802-442-5401,"00368200",230816,www.bennington.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3975,147077,Burlington College,95 North Ave,Burlington,VT,15,05401,802-862-9616,"01218300",230825,www.burlcol.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3976,147086,Castleton State College,62 Alumni Dr,Castleton,VT,15,05735,802-468-5611,"00368300",230834,www.castleton.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3977,147095,Champlain College,163 S. Willard St,Burlington,VT,15,05401,802-658-2700,"00368400",230852,www.champlain.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3978,147101,Community College of Vermont,103 South Main Street,Waterbury,VT,15,05676-0120,802-241-3535,"01116700",230861,www.ccv.vsc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3979,147110,Goddard College,123 Pitkin Road,Plainfield,VT,15,05667-9432,802-454-8311,"00368600",230889,www.goddard.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3980,147129,Green Mountain College,One College Cir,Poultney,VT,15,05764-1199,802-287-8000,"00368700",230898,www.greenmtn.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3981,147138,Johnson State College,337 College Hill,Johnson,VT,15,05656-9464,802-635-2356-1219,"00368800",230913,WWW.JSC.VSC.EDU,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3982,147147,Lyndon State College,1001 College Rd,Lyndonville,VT,15,05851-0919,802-626-6200,"00368900",230931,WWW.LYNDONSTATE.EDU,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3983,147156,Marlboro College,2582 South Rd,Marlboro,VT,15,05344-0300,802-257-4333,"00369000",230940,www.marlboro.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3984,147165,Middlebury College,Old Chapel,Middlebury,VT,15,05753,802-443-5000,"00369100",230959,www.middlebury.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3985,147174,New England Culinary Institute,56 College Street,Montpelier,VT,15,05602,802-223-6324,"02254000",230977,www.neci.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3986,147183,Norwich University,158 Harmon Drive,Northfield,VT,15,05663-1035,802-485-2000,"00369200",230995,www.norwich.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3987,147192,O'Brien's Aveda Institute,1475 Shelburne Rd,South Burlington,VT,15,05403-7747,802-658-9591-12,"00865800",231004,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3988,147208,Saint Michaels College,One Winooski Park,Colchester,VT,15,05439,802-654-2000,"00369400",231059,www.smcvt.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3989,147217,School for International Training,Kipling Rd,Brattleboro,VT,15,05302,802-257-7751,"00886000",231068,www.sit.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3990,147226,College of St Joseph,71 Clement Road,Rutland,VT,15,05701-3899,802-773-5900-0,"00368500",231077,www.csj.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3991,147235,Southern Vermont College,982 Mansion Drive,Bennington,VT,15,05201-6002,802-442-5427,"00369300",231086,www.svc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3992,147244,Sterling College,16 Sterling Drive,Craftsbury Common,VT,15,05827-0072,802-586-7711,"02143500",231095,www.sterlingcollege.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3993,147253,Vermont Law School,164 Chelsea St,South Royalton,VT,15,05068-0096,800-227-1395,"01193400",231147,www.vermontlaw.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3994,147271,Vermont Technical College,1 Main Street,Randolph Center,VT,15,05061-0500,802-728-1000,"00369800",231165,www.vtc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3995,147280,University of Vermont,85 S Prospect St,Burlington,VT,15,05405-0160,802-656-3131,"00369600",231174,www.uvm.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3996,147299,Woodbury College,660 Elm St,Montpelier,VT,15,05602,802-229-0516,"00368402",231192,www.woodbury-college.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3997,147305,BarPalma Beauty Careers Academy,3535 Franklin Road. S.W.. Unit D,Roanoke,VA,11,24014,540-982-0089,"03010700",231280,www.barpalma.com,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3998,147314,The Apprentice School - Northrop Grumman Shipbuilding - Newport News,4101 Washington Avenue,Newport News,VA,11,23607,757-380-2682,,231350,www.apprenticeschool.com,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
3999,147323,Atlantic University,215 67th Street,Virginia Beach,VA,11,23451,757-631-8101,,231402,www.atlanticuniv.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4000,147332,Advanced Technology Institute,5700 Southern Blvd Ste 100,Virginia Beach,VA,11,23462,757-490-1241,"03127500",231411,www.auto.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4001,147341,Averett University,420 W Main St,Danville,VA,11,24541,434-791-5600,"00370200",231420,www.averett.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4002,147350,Blue Ridge Community College,1 College Lane,Weyers Cave,VA,11,24486-0080,540-234-9261-2353,"00681900",231536,www.brcc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4003,147369,Bluefield College,3000 College Dr,Bluefield,VA,11,24605,276-326-3682,"00370300",231554,www.bluefield.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4004,147378,Braxton School,3600 W. Broad Street Suite 190,Richmond,VA,11,23230-3601,804-353-4458,"02567300",231572,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4005,147387,Bridgewater College,402 E College St,Bridgewater,VA,11,22812-1599,540-828-8000,"00370400",231581,www.bridgewater.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4006,147396,College of William and Mary,P.O. Box 8795,Williamsburg,VA,11,23187-8795,757-221-4000,"00370500",231624,www.wm.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4007,147402,Medical Careers Institute,1001 Omni Blvd,Newport News,VA,11,23606,757-873-2423,"02247200",231642,www.medical.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4008,147411,Regent University,1000 Regent University Dr,Virginia Beach,VA,11,23464-9826,757-226-4127,"03091300",231651,www.regent.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4009,147420,Norfolk Technical Vocational Center,1330 North Military Highway,Norfolk,VA,11,23502,,"02128700",231688,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4010,147439,Central Virginia Community College,3506 Wards Rd,Lynchburg,VA,11,24502-2498,434-832-7600,"00498800",231697,www.cvcc.vccs.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4011,147448,Christendom College,134 Christendom Drive,Front Royal,VA,11,22630-9989,540-636-2900,,231703,www.christendom.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4012,147457,Christopher Newport University,1 University Place,Newport News,VA,11,23606,757-594-7000,"00370600",231712,www.cnu.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4013,147466,Suffolk Beauty Academy,860 Portsmouth Blvd,Suffolk,VA,11,23434-3020,757-934-0656,"02538800",231721,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4014,147493,Jefferson College of Health Sciences,920 S Jefferson St,Roanoke,VA,11,24016,540-985-8483,"00662200",231837,www.jchs.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4015,147509,Dabney S Lancaster Community College,1000 Dabney Drive,Clifton Forge,VA,11,24422-1000,540-863-2815,"00499600",231873,www.dslcc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4016,147518,Danville Community College,1008 S Main St,Danville,VA,11,24541-4004,434-797-2222,"00375800",231882,www.dcc.vccs.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4017,147527,Eastern Virginia Medical School,825 Fairfax Avenue,Norfolk,VA,11,23507,757-446-8422,"01033800",231970,www.evms.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4018,147545,Emory and Henry College,One Garnand Drive,Emory,VA,11,24327-0947,276-944-4121,"00370900",232025,www.ehc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4019,147554,Eastern Mennonite University,1200 Park Rd,Harrisonburg,VA,11,22802-2462,540-432-4000,"00370800",232043,www.emu.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4020,147563,Eastern Shore Community College,29300 Lankford Hwy,Melfa,VA,11,23410,757-789-1789,"00374800",232052,www.es.vccs.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4021,147572,Ferrum College,215 Ferrum Mountain Road,Ferrum,VA,11,24088-9000,540-365-2121,"00371100",232089,www.ferrum.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4022,147581,George Mason University,4400 University Dr,Fairfax,VA,11,22030-4444,703-993-1000,"00374900",232186,www.gmu.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4023,147590,Germanna Community College,2130 Germanna Highway,Locust Grove,VA,11,22508-2102,540-727-3000,"00866000",232195,www.germanna.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4024,147606,Hampden-Sydney College,College Road. Box 128,Hampden-Sydney,VA,11,23943-0128,434-223-6000,"00371300",232256,www.hsc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4025,147615,Hampton University,100 East Queen Street,Hampton,VA,11,23668-0099,757-727-5000-5474,"00371400",232265,www.hamptonu.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4026,147624,Hicks Academy of Beauty Culture,904 Loudoun Avenue,Portsmouth,VA,11,23707,757-399-2400-201,"00995800",232292,HicksAcademy.com,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4027,147633,Hollins University,7916 Williamson Rd NW,Roanoke,VA,11,24020,540-362-6000,"00371500",232308,www.hollins.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4028,147642,Indian River Beauty Academy,6528 Indian River Road,Virginia Beach,VA,11,23464-3424,757-420-1645,"03002200",232353,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4029,147651,J Sargeant Reynolds Community College,1651 E Parham Road,Richmond,VA,11,23228,804-371-3000,"00375900",232414,www.reynolds.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4030,147660,James Madison University,800 South Main Street,Harrisonburg,VA,11,22807,540-568-6211,"00372100",232423,www.jmu.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4031,147679,John Tyler Community College,13101 Jefferson Davis Hwy,Chester,VA,11,23831-5316,804-796-4000,"00400400",232450,www.jtcc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4032,147697,Everest College - Newport News,803 Diligence Drive,Newport News,VA,11,23606,757-873-1111,"00926700",232502,www.cci.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4033,147703,Liberty University,1971 University Blvd,Lynchburg,VA,11,24502,434-582-2000,"02053000",232557,www.liberty.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4034,147712,Longwood University,201 High St,Farmville,VA,11,23909,434-395-2000,"00371900",232566,www.longwood.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4035,147721,Lord Fairfax Community College,173 Skirmisher Lane,Middletown,VA,11,22645,540-868-7000,"00865900",232575,www.lf.vccs.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4036,147730,Lynchburg College,1501 Lakeside Dr,Lynchburg,VA,11,24501-3199,434-544-8100,"00372000",232609,www.lynchburg.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4037,147749,Lynchburg General Hospital,1901 Tate Springs Rd,Lynchburg,VA,11,24501,434-947-3070,"02175800",232618,www.centrahealth.com,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4038,147758,Mary Baldwin College,101 East Frederick Street,Staunton,VA,11,24401,540-887-7000,"00372300",232672,www.mbc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4039,147767,University of Mary Washington,1301 College Ave,Fredericksburg,VA,11,22401-5300,540-654-1000,"00374600",232681,www.umw.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4040,147776,Marymount University,2807 N Glebe Rd,Arlington,VA,11,22207-4299,703-522-5600,"00372400",232706,www.marymount.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4041,147785,Danville Regional Medical Center School of Health Professions,142 S Main St,Danville,VA,11,24541,804-799-4510,"02111600",232724,www.danvilleregional.org/services/school.html,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4042,147794,Mountain Empire Community College,3441 Mountain Empire Road,Big Stone Gap,VA,11,24219,276-523-2400,"00962900",232788,www.mecc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4043,147800,National College - Salem,1813 E Main St,Salem,VA,11,24153,540-986-1800,"00372600",232797,www.ncbt.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4044,147819,New River Community College,5251 College Drive,Dublin,VA,11,24084-1127,540-674-3600,"00522300",232867,www.nr.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4045,147828,Sentara College of Health Sciences,1441 Crossways Blvd. Suite 105,Chesapeake,VA,11,23320,757-388-2900,"03106500",232885,www.sentara.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4046,147837,Tidewater Tech-Trades,922 W 21st St,Norfolk,VA,11,23517-1516,757-628-3300,"02320900",232919,www.nps.k12.va.us/schools/skillscenter/index.html,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4047,147846,Norfolk State University,700 Park Ave,Norfolk,VA,11,23504-8000,757-823-8600,"00376500",232937,www.nsu.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4048,147855,Northern Virginia Community College,4001 Wakefield Chapel Rd,Annandale,VA,11,22003-3796,703-323-3000,"00372700",232946,www.nvcc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4049,147864,Old Dominion University,5115 Hampton Blvd,Norfolk,VA,11,23529,757-683-3000,"00372800",232982,www.odu.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4050,147873,Patrick Henry Community College,645 Patriot Avenue,Martinsville,VA,11,24112-5311,276-656-0311,"00375100",233019,www.ph.vccs.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4051,147882,Paul D Camp Community College,100 N College Dr,Franklin,VA,11,23851,757-569-6700-6709,"00915900",233037,www.pdc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4052,147891,Southside Regional Medical Center,737 South Sycamore Street,Petersburg,VA,11,23803,804-862-5800,"01274400",233082,www.srmconline.com,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4053,147907,Miller-Motte Technical College - Lynchburg,1011 Creekside Lane,Lynchburg,VA,11,24502,434-239-5222,"00499200",233091,www.miller-motte.net,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4054,147916,Piedmont Virginia Community College,501 College Drive,Charlottesville,VA,11,22902-7589,434-977-3900,"00992800",233116,www.pvcc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4055,147925,Heritage Institute,350 S Washington St,Falls Church,VA,11,22046-4202,703-532-5050,"02223100",233189,www.Heritage-Education.com,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4056,147934,Virginia Theological Seminary,3737 Seminary Road,Alexandria,VA,11,22304,703-370-6600,,233259,www.vts.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4057,147943,Radford University,East Main Street,Radford,VA,11,24141-0672,540-831-5000,"00373200",233277,www.radford.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4058,147952,Legends Institute,2323 Memorial Avenue. Unit 27,Lynchburg,VA,11,24501,434-385-7722,"01159600",233286,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4059,147961,Randolph-Macon College,204 Henry Street,Ashland,VA,11,23005-5505,804-752-7200,"00373300",233295,www.rmc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4060,147970,Randolph-Macon Woman's College,2500 Rivermont Ave,Lynchburg,VA,11,24503-1526,434-947-8000,"00373400",233301,www.randolphcollege.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4061,147989,Rappahannock Community College,12745 College Drive,Glenns,VA,11,23149-2616,804-758-6700,"00916000",233310,www.rappahannock.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4062,147998,Fortis College - Norfolk,6300 Center Drive. Suite 100,Norfolk,VA,11,23502,757-499-5447,"02342700",233329,vstsuccess.com,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4063,148007,Richard Bland College,11301 Johnson Rd,Petersburg,VA,11,23805,804-862-6100,"00370700",233338,www.rbc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
4064,148016,Bon Secours Memorial College of Nursing,8550 Magellan Pkwy #1100,Richmond,VA,11,23227-1149,804-627-5300,"01004300",233356,www.bonsecours.com/son/index.htm,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
